,CLAGE,CLNO,DEBTINC,DELINQ,DEROG,JOB,LOAN,MORTDUE,NINQ,REASON,VALUE,YOJ
2014,225.58577,9.0,33.021282,0.0,0.0,Other,12900,56798.0,0.0,DebtCon,71364.0,1.0
2064,256.71036,26.0,27.310106,0.0,0.0,Other,13000,60719.0,0.0,,73677.0,11.0
3616,256.64835,38.0,23.668678,0.0,0.0,ProfExe,19000,167104.0,0.0,DebtCon,200184.0,9.0
5892,100.13931,20.0,29.473673,0.0,0.0,Other,59500,47485.0,0.0,DebtCon,69981.0,4.0
2986,,,35.81077,,,,16400,86623.0,,,124048.0,
3050,276.69318,33.0,29.284071,0.0,0.0,Office,16600,102543.0,0.0,DebtCon,119493.0,3.0
3709,247.79199,22.0,39.755604,0.0,0.0,Office,19500,10506.0,0.0,DebtCon,70945.0,
1222,170.72246,34.0,29.206753,,,Other,10100,68820.0,,DebtCon,78830.0,2.0
3990,181.65088,22.0,34.58958,0.0,0.0,ProfExe,20900,127077.0,0.0,HomeImp,204192.0,13.0
64,192.73334,28.0,,0.0,0.0,ProfExe,3600,83700.0,1.0,HomeImp,111800.0,6.0
1885,267.86545,20.0,29.159609,0.0,0.0,Other,12500,50097.0,0.0,DebtCon,73846.0,1.0
816,308.65012,13.0,32.553978,0.0,0.0,Other,8600,,2.0,HomeImp,54905.0,8.0
3120,282.0685,16.0,24.96285,0.0,0.0,Other,16900,88143.0,0.0,DebtCon,115365.0,19.0
2517,188.50168,30.0,26.56827,0.0,3.0,ProfExe,15000,80988.0,1.0,DebtCon,97404.0,10.0
4008,173.78616,24.0,40.057526,0.0,0.0,Other,21000,81848.0,1.0,DebtCon,109860.0,
5247,219.61525,43.0,31.20973,0.0,0.0,Other,28500,108293.0,4.0,DebtCon,135317.0,5.0
5543,246.56667,32.0,,0.0,0.0,ProfExe,35000,197906.0,0.0,DebtCon,265000.0,4.0
4041,279.46823,16.0,33.07852,0.0,0.0,Office,21100,91479.0,3.0,DebtCon,127110.0,25.0
689,207.94048,30.0,31.32965,0.0,0.0,,8100,43553.0,4.0,DebtCon,88242.0,2.0
192,125.13062,14.0,42.18354,0.0,0.0,Other,5000,66435.0,0.0,HomeImp,82819.0,2.0
4399,405.86786,22.0,23.54213,0.0,0.0,Sales,22900,,0.0,DebtCon,81255.0,3.0
5118,180.20435,21.0,33.49509,0.0,0.0,Office,27400,41370.0,1.0,DebtCon,70528.0,18.0
5453,150.08429,28.0,43.144344,0.0,0.0,Mgr,32400,128523.0,1.0,DebtCon,179390.0,13.0
1403,171.75958,17.0,33.227795,0.0,0.0,Other,10800,64181.0,2.0,DebtCon,70996.0,4.0
5698,212.77443,31.0,42.301907,1.0,,Other,41500,97536.0,3.0,DebtCon,158739.0,13.0
2889,260.76666,24.0,,,1.0,Other,16000,96000.0,,,160050.0,
1724,143.03334,22.0,,0.0,0.0,Office,12000,94000.0,1.0,HomeImp,112125.0,2.0
4982,151.62871,20.0,38.159622,0.0,0.0,Office,26400,73679.0,0.0,DebtCon,98614.0,10.0
2148,71.443665,21.0,24.4703,0.0,3.0,Other,13400,78465.0,1.0,DebtCon,97506.0,5.0
2725,207.96214,15.0,37.122837,0.0,0.0,Office,15300,24025.0,0.0,,42722.0,2.0
1631,80.1,22.0,,0.0,3.0,Mgr,11700,69100.0,0.0,DebtCon,85000.0,3.8
4781,83.05265,27.0,45.74395,0.0,2.0,Mgr,25000,75110.0,1.0,DebtCon,114208.0,3.0
5579,267.92093,31.0,32.747593,0.0,0.0,ProfExe,36400,204419.0,0.0,DebtCon,268745.0,4.0
5588,240.23288,13.0,35.691544,0.0,0.0,Other,36800,109378.0,3.0,DebtCon,163684.0,
2768,280.7898,46.0,41.235237,0.0,0.0,Other,15600,104458.0,0.0,DebtCon,137583.0,1.0
3223,133.15948,11.0,27.50354,0.0,0.0,ProfExe,17200,62840.0,0.0,HomeImp,92946.0,5.0
65,202.51077,25.0,41.516388,2.0,,Mgr,3600,61327.0,0.0,HomeImp,76484.0,9.0
5954,221.80872,16.0,36.112347,0.0,0.0,Other,88900,57264.0,0.0,DebtCon,90185.0,16.0
837,196.24907,21.0,28.787922,0.0,0.0,Mgr,8700,46489.0,1.0,DebtCon,63573.0,4.0
3066,80.820595,8.0,33.36449,,,Other,16700,,2.0,DebtCon,29387.0,13.0
3477,154.15012,25.0,22.855,0.0,0.0,Office,18300,67550.0,0.0,DebtCon,95440.0,3.0
463,61.9,22.0,,0.0,0.0,Other,6900,49000.0,8.0,DebtCon,68280.0,1.0
445,126.30324,22.0,27.118654,2.0,0.0,Mgr,6800,57439.0,0.0,HomeImp,74816.0,2.0
2578,202.96666,17.0,,0.0,0.0,Other,15000,116000.0,0.0,DebtCon,202800.0,3.5
3499,187.23013,22.0,38.188145,0.0,0.0,ProfExe,18500,46555.0,0.0,DebtCon,69186.0,19.0
1270,87.82535,9.0,24.479374,0.0,0.0,Office,10300,79243.0,0.0,DebtCon,89840.0,16.0
3885,148.65569,24.0,33.183678,,,ProfExe,20300,94781.0,,DebtCon,125948.0,12.0
3151,,,,,,,17000,52663.0,,,82000.0,
3807,232.33333,21.0,,6.0,1.0,Other,20000,16000.0,1.0,DebtCon,87300.0,28.0
4384,147.41495,37.0,19.518532,0.0,0.0,ProfExe,22800,132706.0,0.0,DebtCon,170396.0,8.0
618,114.51216,18.0,37.929276,2.0,0.0,Other,7800,58364.0,3.0,DebtCon,66688.0,3.0
882,128.8533,15.0,24.4912,,,Other,8800,73765.0,4.0,DebtCon,93917.0,15.0
1810,138.61008,33.0,34.351807,1.0,1.0,ProfExe,12200,86775.0,1.0,DebtCon,111572.0,0.0
67,97.4,17.0,,4.0,1.0,Office,3600,48507.0,0.0,DebtCon,61000.0,13.0
4168,154.55255,21.0,34.77171,0.0,0.0,Office,21700,59947.0,1.0,DebtCon,94103.0,0.0
5638,326.66666,15.0,,0.0,0.0,ProfExe,39000,3372.0,6.0,HomeImp,41500.0,4.3
3313,230.71672,23.0,39.139755,0.0,0.0,ProfExe,17600,62198.0,1.0,HomeImp,101183.0,21.0
4756,228.06667,35.0,,6.0,0.0,Other,25000,160000.0,2.0,DebtCon,220000.0,7.0
1599,206.82259,16.0,39.11104,0.0,0.0,Other,11600,92613.0,3.0,DebtCon,108515.0,11.0
3359,246.79695,32.0,32.50901,0.0,0.0,ProfExe,17800,44326.0,3.0,DebtCon,79651.0,4.0
5490,131.04498,24.0,32.021053,,,Other,33400,37262.0,,DebtCon,76717.0,9.0
685,310.4,13.0,,0.0,1.0,Other,8000,,2.0,HomeImp,49000.0,11.0
188,148.7204,23.0,36.669277,0.0,0.0,Mgr,5000,68739.0,0.0,,93435.0,3.0
4598,135.76405,11.0,22.981005,0.0,0.0,Other,24000,17575.0,0.0,DebtCon,50375.0,23.0
3657,130.86667,15.0,,0.0,0.0,Other,19200,32417.0,0.0,HomeImp,97000.0,6.0
4942,304.85248,31.0,33.19395,0.0,0.0,Sales,26100,113266.0,1.0,DebtCon,182082.0,18.0
4475,210.01611,21.0,29.779942,0.0,0.0,ProfExe,23300,89847.0,0.0,DebtCon,136259.0,
2968,256.37192,23.0,39.077812,,0.0,Other,16300,96431.0,,,161284.0,
4357,339.67703,28.0,33.05756,5.0,,Mgr,22600,131098.0,1.0,,176119.0,26.0
2729,122.80433,10.0,18.150902,0.0,0.0,Other,15400,30703.0,0.0,HomeImp,57184.0,10.0
1555,,,22.577246,,,,11300,,,,73121.0,
4573,307.62424,12.0,31.913704,0.0,0.0,Other,23900,27800.0,,DebtCon,43403.0,27.0
3435,313.03793,26.0,27.199154,0.0,0.0,Self,18100,18611.0,0.0,HomeImp,171194.0,5.0
5720,310.0515,14.0,42.60364,0.0,0.0,ProfExe,42300,367089.0,4.0,HomeImp,469771.0,3.0
1531,399.2427,12.0,23.374504,1.0,0.0,ProfExe,11200,19496.0,1.0,DebtCon,73140.0,20.0
1662,195.86292,16.0,36.8717,2.0,0.0,Other,11800,98877.0,1.0,DebtCon,110250.0,18.0
1086,242.38902,29.0,34.69036,1.0,3.0,Office,9800,49298.0,1.0,HomeImp,73426.0,9.0
4292,75.955734,23.0,37.507225,0.0,0.0,Mgr,22400,72866.0,7.0,DebtCon,95734.0,5.0
110,162.39001,30.0,23.58108,3.0,0.0,ProfExe,4400,53969.0,0.0,DebtCon,63869.0,7.0
1017,91.26667,22.0,,0.0,0.0,Other,9500,50400.0,8.0,DebtCon,63000.0,1.0
475,341.61057,47.0,27.7673,0.0,0.0,Other,7000,81335.0,1.0,HomeImp,81018.0,22.0
4488,118.616135,23.0,30.447275,0.0,0.0,Mgr,23500,95289.0,1.0,HomeImp,122273.0,9.0
3419,52.942387,9.0,40.6168,3.0,0.0,Other,18100,53524.0,1.0,HomeImp,102133.0,0.0
2053,138.33333,65.0,,2.0,2.0,Mgr,13000,111000.0,3.0,,137813.0,6.0
2649,105.74964,9.0,27.375269,0.0,1.0,,15200,44414.0,2.0,DebtCon,60098.0,4.0
181,82.13333,13.0,,1.0,0.0,ProfExe,5000,71571.0,0.0,DebtCon,85100.0,1.4
4355,299.9558,18.0,39.095196,0.0,0.0,Other,22600,,0.0,DebtCon,55419.0,
1012,129.11372,22.0,36.349976,0.0,0.0,Office,9400,92340.0,1.0,DebtCon,125451.0,7.0
3686,127.53052,15.0,31.367628,0.0,0.0,Other,19400,39334.0,0.0,HomeImp,103578.0,6.0
3391,312.53333,25.0,,,,Other,18000,23000.0,,DebtCon,46000.0,0.2
5300,52.766533,21.0,,0.0,1.0,Other,29400,48800.0,2.0,DebtCon,86000.0,5.0
5439,119.60348,16.0,29.011328,0.0,0.0,ProfExe,32200,118793.0,1.0,DebtCon,171024.0,16.0
4727,116.63333,7.0,,0.0,0.0,Office,25000,23900.0,2.0,,55700.0,2.5
1809,196.9264,37.0,43.18903,0.0,0.0,ProfExe,12200,90154.0,2.0,DebtCon,110479.0,9.0
4649,193.96529,25.0,34.594494,0.0,0.0,Mgr,24400,109253.0,0.0,DebtCon,158257.0,17.0
158,,,,,,Mgr,5000,123000.0,,HomeImp,157500.0,9.0
1541,146.81015,26.0,39.466965,0.0,0.0,Mgr,11300,77926.0,2.0,DebtCon,89216.0,6.0
100,165.50504,31.0,22.278173,4.0,0.0,ProfExe,4100,57992.0,1.0,DebtCon,63797.0,7.0
4936,290.7585,24.0,36.97752,0.0,0.0,Mgr,26000,119553.0,0.0,DebtCon,158687.0,5.0
49,153.16667,14.0,,0.0,0.0,Other,3100,39589.0,1.0,HomeImp,36100.0,1.5
4966,310.34814,35.0,38.235085,0.0,0.0,ProfExe,26300,147600.0,0.0,DebtCon,184207.0,5.0
5438,116.729744,5.0,37.99908,0.0,0.0,Other,32200,16232.0,1.0,DebtCon,60238.0,0.0
2345,82.991264,8.0,33.215103,,,Other,14200,,2.0,DebtCon,31671.0,13.0
1493,167.36102,27.0,35.763332,1.0,0.0,ProfExe,11100,82849.0,0.0,HomeImp,113913.0,10.0
5762,253.91411,30.0,43.902153,0.0,,Other,44400,100564.0,3.0,DebtCon,154708.0,14.0
5886,97.4,21.0,,0.0,0.0,Other,57000,38000.0,0.0,DebtCon,68000.0,3.5
2861,123.46552,21.0,37.99241,0.0,0.0,Other,15900,107336.0,2.0,DebtCon,120451.0,1.0
3868,618.7359,24.0,21.668642,0.0,0.0,ProfExe,20200,59347.0,1.0,HomeImp,97816.0,18.0
5637,181.9624,21.0,43.73003,0.0,0.0,ProfExe,39000,399412.0,0.0,DebtCon,511164.0,5.0
3169,125.67306,8.0,34.756187,0.0,0.0,Other,17000,96065.0,2.0,DebtCon,116416.0,14.0
539,239.6203,36.0,36.727135,0.0,0.0,Other,7300,60973.0,1.0,HomeImp,79443.0,14.0
833,318.1493,13.0,42.276634,0.0,0.0,Office,8600,14762.0,1.0,HomeImp,66271.0,25.0
2784,242.60039,24.0,36.29703,0.0,0.0,Mgr,15700,80200.0,10.0,DebtCon,88545.0,21.0
457,87.900116,17.0,22.286997,0.0,0.0,Other,6900,53776.0,0.0,HomeImp,51952.0,5.0
849,221.55154,37.0,16.378412,0.0,0.0,Office,8700,78817.0,1.0,DebtCon,115527.0,1.0
681,151.81738,19.0,26.457525,3.0,0.0,Other,8000,92487.0,0.0,DebtCon,113947.0,8.0
1691,250.19983,26.0,29.734875,0.0,0.0,Other,11900,61094.0,0.0,,74842.0,12.0
4144,303.43332,19.0,,1.0,0.0,Other,21600,,0.0,DebtCon,54212.0,
2805,236.68095,41.0,37.865547,,,Mgr,15700,99618.0,2.0,DebtCon,131710.0,5.0
2469,240.86343,17.0,34.532497,0.0,0.0,Other,14800,53738.0,0.0,DebtCon,66258.0,7.0
4838,143.83136,25.0,35.326912,1.0,0.0,ProfExe,25200,69510.0,4.0,DebtCon,90781.0,6.0
4770,134.76666,33.0,,1.0,,Other,25000,68000.0,3.0,DebtCon,,8.0
4160,249.24277,24.0,29.369026,5.0,2.0,Mgr,21700,92382.0,,,168708.0,13.0
2666,124.80685,18.0,39.580055,0.0,0.0,Other,15200,43961.0,1.0,DebtCon,62171.0,
4809,211.20898,20.0,34.76795,0.0,1.0,Other,25100,137489.0,1.0,DebtCon,168216.0,7.0
3618,93.159546,16.0,33.518482,0.0,0.0,ProfExe,19000,75673.0,0.0,HomeImp,100335.0,8.0
154,121.9,14.0,,2.0,0.0,Other,5000,,0.0,HomeImp,132000.0,17.5
5581,213.06667,64.0,,1.0,0.0,Self,36500,84978.0,0.0,DebtCon,125000.0,10.0
4769,198.86667,28.0,,4.0,2.0,ProfExe,25000,106282.0,2.0,HomeImp,167500.0,14.0
1489,179.64827,12.0,40.670906,1.0,0.0,ProfExe,11100,79226.0,1.0,DebtCon,88112.0,10.0
2771,261.02142,11.0,34.978878,0.0,0.0,ProfExe,15600,62622.0,0.0,HomeImp,106824.0,9.0
5629,172.76788,17.0,25.312841,0.0,0.0,ProfExe,38700,33465.0,2.0,DebtCon,71449.0,6.0
2978,80.489235,11.0,30.284773,0.0,0.0,Other,16300,34297.0,2.0,HomeImp,42629.0,9.0
4545,138.96666,38.0,,0.0,1.0,Sales,23700,76000.0,2.0,DebtCon,106000.0,2.6
771,123.73852,23.0,26.932707,1.0,0.0,Mgr,8400,60995.0,0.0,HomeImp,78444.0,4.0
2068,101.36229,26.0,27.02148,0.0,0.0,ProfExe,13100,74832.0,1.0,HomeImp,98616.0,6.0
1144,75.86667,5.0,,0.0,0.0,ProfExe,10000,186000.0,,HomeImp,225750.0,2.0
5582,49.746204,7.0,36.50101,0.0,0.0,Mgr,36500,18101.0,0.0,DebtCon,42320.0,7.0
4429,,,,,,Self,23000,163805.0,,HomeImp,216500.0,3.5
4176,115.13021,10.0,26.926022,,1.0,Self,21800,32335.0,,HomeImp,49621.0,3.0
3903,149.5712,22.0,34.34225,0.0,0.0,Office,20400,60393.0,0.0,DebtCon,98247.0,3.0
5192,80.6581,31.0,38.815437,0.0,0.0,Other,28000,77322.0,1.0,DebtCon,118082.0,7.0
3740,73.08134,16.0,27.442543,0.0,0.0,Mgr,19800,65021.0,0.0,DebtCon,95188.0,1.0
1714,262.96667,21.0,,0.0,0.0,Other,12000,43000.0,0.0,DebtCon,64000.0,1.0
1866,129.48685,23.0,39.083004,1.0,0.0,Other,12500,37562.0,0.0,HomeImp,57081.0,22.0
4797,183.63142,22.0,33.665535,0.0,0.0,Office,25100,41314.0,1.0,DebtCon,71357.0,19.0
1495,108.53256,26.0,26.099258,0.0,0.0,ProfExe,11100,82329.0,0.0,HomeImp,100139.0,5.0
5934,138.0,14.0,,1.0,0.0,,78400,13900.0,0.0,HomeImp,102910.0,27.0
1953,240.90807,17.0,31.754053,0.0,0.0,Other,12800,49349.0,0.0,DebtCon,70078.0,9.0
2330,110.20635,10.0,19.187914,0.0,0.0,Other,14100,36309.0,1.0,HomeImp,53321.0,8.0
2168,98.417755,33.0,39.2941,1.0,0.0,ProfExe,13500,82036.0,0.0,HomeImp,104261.0,4.0
570,295.86667,19.0,,3.0,0.0,Office,7500,59000.0,0.0,HomeImp,72000.0,5.0
1868,209.70674,25.0,40.90562,0.0,,ProfExe,12500,157312.0,4.0,DebtCon,181050.0,7.0
3045,,,34.118614,,,,16600,77380.0,,,123638.0,
588,157.32843,20.0,,,,Other,7500,,0.0,HomeImp,,20.0
3936,381.02563,51.0,37.16905,1.0,,Office,20600,124323.0,,DebtCon,166781.0,4.0
1900,202.86667,26.0,,1.0,2.0,Mgr,12600,68800.0,8.0,DebtCon,86000.0,3.0
3241,118.133064,24.0,37.610844,0.0,0.0,ProfExe,17300,91350.0,0.0,HomeImp,107834.0,3.0
2446,169.9853,18.0,35.635395,0.0,0.0,Other,14700,51829.0,0.0,DebtCon,69136.0,14.0
5820,184.7,41.0,,0.0,0.0,ProfExe,50000,160000.0,0.0,DebtCon,235000.0,0.3
1652,108.4694,18.0,32.783485,0.0,0.0,Mgr,11800,57760.0,1.0,DebtCon,65535.0,11.0
283,,,33.85046,,,,5700,,,,64910.0,
3246,115.0022,17.0,32.251087,0.0,0.0,Office,17300,51107.0,0.0,HomeImp,64135.0,4.0
2433,93.333336,23.0,,,1.0,Other,14600,67997.0,3.0,DebtCon,87000.0,11.0
2447,163.499,31.0,35.428417,0.0,0.0,Mgr,14700,148396.0,0.0,DebtCon,162403.0,13.0
1143,,,,,,Other,10000,,,HomeImp,,
4444,155.02538,31.0,34.64492,0.0,0.0,ProfExe,23100,93805.0,0.0,HomeImp,135780.0,5.0
4584,193.11967,43.0,39.593594,,,ProfExe,24000,144975.0,5.0,DebtCon,180539.0,6.0
2153,163.13187,34.0,40.943867,0.0,0.0,ProfExe,13400,66737.0,2.0,DebtCon,71117.0,0.0
5227,113.94264,39.0,33.440163,,,Mgr,28300,130028.0,,DebtCon,178918.0,2.0
936,115.75209,5.0,37.479412,1.0,0.0,Other,9100,17218.0,3.0,DebtCon,36721.0,8.0
2871,125.552,8.0,37.781822,0.0,0.0,Other,15900,94078.0,1.0,DebtCon,118359.0,13.0
5266,223.34866,19.0,41.136158,0.0,1.0,ProfExe,28700,133188.0,1.0,DebtCon,179454.0,1.0
391,202.2508,11.0,45.11432,0.0,0.0,Self,6400,9113.0,0.0,HomeImp,46351.0,
3498,129.66322,13.0,28.904478,0.0,0.0,ProfExe,18500,57174.0,0.0,HomeImp,91772.0,4.0
2270,142.0379,21.0,34.122753,0.0,0.0,ProfExe,13900,96326.0,5.0,HomeImp,144668.0,15.0
2354,255.68765,41.0,38.74676,,,Mgr,14200,100664.0,2.0,DebtCon,129166.0,4.0
2145,137.70778,21.0,36.801624,0.0,0.0,Office,13400,94102.0,0.0,HomeImp,114147.0,2.0
1413,94.51807,15.0,28.088524,0.0,0.0,Office,10800,61791.0,2.0,DebtCon,78361.0,5.0
2395,341.50156,41.0,39.435497,1.0,0.0,ProfExe,14400,79288.0,,DebtCon,92391.0,8.0
1324,97.319405,8.0,27.322397,0.0,0.0,Office,10500,69656.0,0.0,DebtCon,88198.0,15.0
1874,71.3042,20.0,34.71277,0.0,0.0,ProfExe,12500,83924.0,1.0,HomeImp,100114.0,0.0
3665,114.14269,7.0,36.991344,,,Other,19300,53710.0,0.0,DebtCon,78082.0,5.0
3052,119.50076,18.0,33.073048,0.0,1.0,Office,16600,45877.0,0.0,HomeImp,68563.0,2.0
1959,368.7378,21.0,14.733595,1.0,1.0,Other,12500,10035.0,0.0,HomeImp,61897.0,6.0
2689,73.75669,15.0,41.823086,0.0,0.0,Other,15300,39065.0,0.0,DebtCon,54970.0,
5321,199.83333,15.0,,0.0,0.0,Other,30000,12223.0,0.0,DebtCon,35875.06,28.5
2972,,16.0,24.689293,0.0,0.0,ProfExe,16300,56075.0,1.0,,88870.0,11.0
233,185.07634,28.0,26.354889,0.0,0.0,ProfExe,5400,86922.0,1.0,HomeImp,119846.0,5.0
3023,82.166664,16.0,,0.0,0.0,ProfExe,16500,67619.0,0.0,HomeImp,93500.0,8.0
3474,77.52182,15.0,32.004055,0.0,0.0,ProfExe,18300,68517.0,0.0,HomeImp,97151.0,7.0
276,104.4,14.0,,0.0,0.0,ProfExe,5700,80437.0,0.0,HomeImp,109647.0,9.5
2665,276.16736,34.0,38.379833,0.0,0.0,ProfExe,15200,41049.0,1.0,DebtCon,50892.0,1.0
83,85.333336,9.0,,1.0,3.0,ProfExe,4000,17000.0,1.0,HomeImp,52012.0,22.0
2185,183.26201,33.0,31.486797,1.0,,ProfExe,13500,117321.0,0.0,DebtCon,138746.0,14.0
120,122.6,22.0,,1.0,0.0,Mgr,4500,34184.0,2.0,HomeImp,46000.0,3.5
5551,62.806812,35.0,40.229614,0.0,0.0,Other,35400,90295.0,0.0,DebtCon,139602.0,12.0
1915,198.24318,23.0,35.79426,3.0,0.0,Other,12600,58247.0,0.0,HomeImp,72189.0,30.0
3911,305.65643,21.0,31.582253,0.0,0.0,Other,20500,,3.0,HomeImp,130396.0,0.0
1822,242.24414,32.0,45.39417,0.0,0.0,Office,12300,60200.0,1.0,HomeImp,77079.0,13.0
656,139.86667,9.0,,1.0,2.0,Other,8000,61000.0,0.0,HomeImp,90450.0,4.0
2187,238.62183,26.0,31.552708,0.0,0.0,Other,13600,66754.0,3.0,DebtCon,80156.0,5.0
5433,206.03334,50.0,,2.0,0.0,Mgr,32000,232000.0,3.0,DebtCon,36300.0,3.0
1875,252.3497,24.0,35.80049,0.0,0.0,Mgr,12500,79900.0,10.0,DebtCon,94660.0,19.0
384,325.29932,12.0,40.244404,0.0,0.0,Office,6400,17491.0,0.0,HomeImp,63614.0,23.0
5076,349.51428,18.0,37.42085,0.0,0.0,ProfExe,27100,140305.0,2.0,HomeImp,237302.0,27.0
1238,153.11813,15.0,25.119955,,,Other,10200,70882.0,3.0,DebtCon,98154.0,16.0
5553,252.37103,14.0,34.62775,0.0,0.0,Other,35600,116080.0,3.0,DebtCon,163905.0,
5636,,0.0,31.244398,0.0,0.0,Other,39000,36335.0,7.0,DebtCon,50704.0,
2004,227.93289,35.0,47.619762,0.0,0.0,Mgr,12900,117900.0,0.0,DebtCon,143433.0,6.0
14,123.0,16.0,,1.0,0.0,Other,2100,71000.0,0.0,HomeImp,83850.0,8.0
5573,190.8,18.0,,0.0,0.0,ProfExe,36300,26662.0,2.0,DebtCon,70000.0,5.0
2912,214.06038,51.0,44.216763,2.0,2.0,Office,16100,49371.0,1.0,DebtCon,77400.0,3.0
351,,,25.375544,,,,6200,,,,80078.0,
247,130.8,14.0,,2.0,3.0,Other,5500,21359.0,3.0,DebtCon,30000.0,7.0
5755,113.104355,19.0,29.997906,,5.0,Other,43800,,,DebtCon,54046.0,
3847,206.47885,13.0,32.78297,0.0,0.0,Office,20100,72775.0,2.0,DebtCon,102308.0,8.0
5148,138.56941,30.0,37.38459,1.0,0.0,Other,27700,63962.0,0.0,DebtCon,101676.0,15.0
2633,104.18325,9.0,29.141863,0.0,0.0,,15100,38549.0,2.0,DebtCon,59853.0,5.0
3073,262.61035,23.0,29.884758,1.0,0.0,Other,16700,11059.0,0.0,HomeImp,92706.0,13.0
4946,,,15.567001,,,,26100,,,,151429.0,
78,86.566666,14.0,,1.0,0.0,Mgr,3900,21200.0,2.0,DebtCon,39000.0,4.0
5791,227.22826,19.0,41.338123,0.0,0.0,Other,47700,93909.0,8.0,DebtCon,154158.0,14.0
848,112.17512,10.0,39.31877,3.0,,Mgr,8700,53504.0,2.0,DebtCon,66888.0,7.0
3680,193.70709,13.0,30.686106,0.0,0.0,Office,19300,72752.0,1.0,DebtCon,106084.0,11.0
1175,234.33333,17.0,,3.0,3.0,Other,10000,5200.0,3.0,HomeImp,53095.0,5.0
1537,357.14383,6.0,34.601974,0.0,0.0,Other,11300,,0.0,HomeImp,66345.0,
2304,169.44835,27.0,34.130768,0.0,0.0,Other,14000,92583.0,0.0,DebtCon,114379.0,10.0
1705,104.48259,25.0,34.76729,0.0,0.0,,12000,102109.0,0.0,DebtCon,121229.0,2.0
4205,166.61081,16.0,38.20121,,,Office,21900,61468.0,,DebtCon,87450.0,5.0
4356,622.3558,24.0,21.686668,0.0,0.0,ProfExe,22600,61503.0,1.0,HomeImp,101786.0,17.0
4455,189.839,25.0,33.493965,0.0,0.0,Mgr,23200,112948.0,0.0,DebtCon,159050.0,16.0
3711,195.8,19.0,,0.0,0.0,Mgr,19600,64000.0,2.0,DebtCon,90000.0,9.0
2573,207.96666,19.0,,0.0,0.0,Mgr,15000,92000.0,1.0,DebtCon,154000.0,1.0
4902,148.81628,8.0,22.065763,0.0,0.0,Other,25800,,0.0,DebtCon,63456.0,25.0
619,235.48538,35.0,34.42325,0.0,0.0,Other,7800,64503.0,0.0,HomeImp,85608.0,12.0
3760,276.5624,20.0,29.29518,0.0,0.0,Other,20000,43087.0,0.0,DebtCon,61438.0,14.0
5717,115.87819,20.0,28.238413,,6.0,Other,42200,,,DebtCon,55578.0,
1747,220.13333,16.0,,5.0,0.0,ProfExe,12000,48786.0,1.0,HomeImp,89800.0,29.9
336,138.64687,13.0,31.75727,0.0,0.0,Other,6100,62751.0,1.0,HomeImp,95617.0,1.0
2686,,15.0,25.407143,0.0,0.0,ProfExe,15300,62094.0,0.0,,96938.0,9.0
4467,113.566666,20.0,,0.0,4.0,Other,23300,36000.0,2.0,DebtCon,,19.0
5512,110.45252,23.0,32.364212,,,Other,32000,35219.0,,DebtCon,76888.0,9.0
5307,259.73346,25.0,25.105085,1.0,0.0,ProfExe,29600,233916.0,2.0,DebtCon,291490.0,15.0
3826,89.21195,20.0,31.120878,0.0,0.0,Mgr,20000,9722.0,2.0,HomeImp,173518.0,21.0
3461,138.17184,20.0,38.332317,0.0,0.0,Other,18300,109437.0,1.0,DebtCon,114900.0,1.0
5841,204.9625,36.0,40.771305,0.0,0.0,Self,50800,44992.0,2.0,HomeImp,108486.0,6.0
2381,137.59782,25.0,41.613327,2.0,0.0,Mgr,14300,89984.0,0.0,HomeImp,121189.0,4.0
61,95.933334,9.0,,0.0,0.0,Other,3500,19400.0,0.0,HomeImp,20494.0,5.0
4104,206.12767,18.0,36.235664,5.0,1.0,Office,21400,95147.0,1.0,DebtCon,132304.0,7.0
3129,79.991974,21.0,29.846958,0.0,0.0,Mgr,17000,10866.0,2.0,HomeImp,171952.0,24.0
312,136.3,6.0,,1.0,0.0,Other,6000,9660.0,3.0,DebtCon,35900.0,8.0
2190,101.793526,8.0,32.669502,,,Other,13600,,1.0,DebtCon,35396.0,11.0
4435,160.60605,26.0,33.629925,0.0,0.0,Office,23000,48003.0,1.0,DebtCon,64720.0,4.0
4912,73.8585,14.0,28.243063,0.0,0.0,Other,25900,,2.0,HomeImp,33888.0,24.0
3689,217.40671,23.0,42.220406,0.0,0.0,Office,19400,110745.0,4.0,DebtCon,173474.0,6.0
5164,300.16806,35.0,43.920193,,,Office,27700,120070.0,2.0,DebtCon,153652.0,4.0
1887,249.43596,29.0,35.020885,0.0,2.0,Office,12500,53354.0,1.0,HomeImp,79893.0,10.0
1310,367.23087,7.0,36.842175,0.0,0.0,Other,10500,,0.0,HomeImp,73388.0,
3221,296.2115,18.0,30.301365,0.0,0.0,Other,17200,99204.0,1.0,DebtCon,119490.0,9.0
366,335.07416,46.0,31.177261,0.0,0.0,Other,6300,78724.0,1.0,HomeImp,80355.0,24.0
2307,,,,,,,14000,67881.0,,DebtCon,93390.0,
5616,212.99272,64.0,62.80173,1.0,0.0,Self,38000,94083.0,0.0,DebtCon,132791.0,10.0
4496,248.86009,25.0,32.4673,0.0,0.0,Mgr,23500,48286.0,2.0,DebtCon,81958.0,6.0
5549,210.18901,49.0,41.336628,1.0,0.0,Mgr,35200,239987.0,3.0,DebtCon,43028.0,2.0
3945,102.98686,18.0,19.447186,0.0,0.0,ProfExe,20600,,0.0,DebtCon,28635.0,5.0
